,no,0:pixels,1:point-x,2:point-y,3:0x,4:x1,5:y0,6:y1,7:width,8:height,9:inv-oblate,10:S-length,11:L-length1,12:oblate,13:round,14:ellipsity,15:filling-ratio,16:outer-pixels,17:thickness,18:slenderness,19:wrap-count,20:outer-area,21:deg0,22:deg1,23:average,24:min-v,25:max-v,26:contrast1,27:ex-average,28:contrast2,29:contrast3,30:angle-angle,31:angle-centerX,32:angle-centerY,33:angle-radius,34:bestfit-maxdist,35:bestfit-mindist,36:bestfit-meandist,37:bestfit-rmsedist,38:line-angle,39:line-arc-angle,40:line-arc-centerX,41:line-arc-centerY,42:line-arc-radius,43:line-chord-length,44:line-endX,45:line-endY,46:line-endXY,47:line-length,48:line-positionX,49:line-positionXY,50:line-positionY,51:line-startX,52:line-startXY,53:line-startY,54:object-class,55:object-classname,56:object-parent,57:point-intensity,58:point-locationX,59:point-locationXY,60:point-locationY,61:region-area,62:axis-major,63:axis-minor,64:region-centerX,65:region-centerXY,66:region-centerY,67:region-direction,68:region-intensity,69:region-area-percent,70:region-perimeter
1085,1086,39,844,370,841,848,367,375,8,9,12857,7,9,7777,6130,7882,5416,42,23,9,13,9,158,34,217,205,237,32,192,25,13,179.53634485341968,844,370,240.6713872059532,9,7,8.0,7.937253933193772,48.81407483429036,48.81407483429036,844,370,1.774294154092022,0,848,375,611.5,10.63014581273465,844.5,607.75,371.0,841,604.0,367,1,1,1,217,844.5,607.75,371.0,39,34,158,844,607.0,370,34,1,1,1
1086,1087,149,1709,377,1697,1718,365,390,22,26,16250,16,26,6153,2806,4743,2604,154,24,32,18,9,158,79,211,205,235,30,197,14,8,0.31032157995181797,1709,377,331.00538958358374,26,16,21.0,20.396078054371138,49.9697407281103,49.9697407281103,1709,377,5.463658508219839,0,1718,390,1054.0,32.64965543462902,1707.5,1042.5,377.5,1697,1031.0,365,1,1,1,211,1707.5,1042.5,377.5,149,79,158,1709,1043.0,377,79,1,1,1
1087,1088,60,588,374,582,596,366,382,15,17,15000,12,18,6666,2358,3745,2352,88,18,24,14,6,34,113,211,205,223,18,197,14,8,0.04461305288414489,588,374,274.66749383858877,18,12,15.0,14.696938456699069,48.81407483429036,48.81407483429036,588,374,3.5522847498307932,0,596,382,489.0,21.2602916254693,589.0,481.5,374.0,582,474.0,366,1,1,1,211,589.0,481.5,374.0,60,113,34,588,481.0,374,113,1,1,1
1088,1089,41,1115,375,1112,1122,371,379,11,9,13750,8,11,7272,4314,6525,4141,46,22,10,12,8,101,90,218,205,235,30,191,27,14,179.43468361576518,1115,375,116.16878551076279,11,8,9.5,9.38083151964686,38.65980825409009,38.65980825409009,1115,375,2.1770429580497583,0,1122,379,750.5,12.806248474865697,1117.0,746.0,375.0,1112,741.5,371,1,1,1,218,1117.0,746.0,375.0,41,90,101,1115,745.0,375,90,1,1,1
1089,1090,58,1285,377,1281,1290,374,383,10,10,12222,9,11,8181,6103,8205,5800,56,25,11,14,10,11,113,217,205,242,37,196,21,9,178.52327265005056,1285,377,123.5113005967396,11,9,10.0,9.9498743710662,45.0,45.0,1285,377,2.135041612651109,0,1290,383,836.5,12.727922061357855,1285.5,832.0,378.5,1281,827.5,374,1,1,1,217,1285.5,832.0,378.5,58,113,11,1285,831.0,377,113,1,1,1
1090,1091,64,1856,369,1848,1863,364,376,16,13,14166,12,17,7058,2820,4179,3076,90,19,24,15,7,113,23,210,205,223,18,199,11,6,0.17041973997041684,1856,369,291.52129480774926,17,12,14.5,14.2828568570857,38.65980825409009,38.65980825409009,1856,369,3.2222460114447116,0,1863,376,1119.5,19.209372712298546,1855.5,1112.75,370.0,1848,1106.0,364,1,1,1,210,1855.5,1112.75,370.0,64,23,113,1856,1112.5,369,23,1,1,1
1091,1092,70,678,382,674,684,373,390,11,18,22500,8,18,4444,2751,6553,3535,94,19,25,18,7,11,90,212,205,235,30,199,13,6,1.1301203116658871,678,382,239.6991295618518,18,8,13.0,12.0,59.53445508054013,59.53445508054013,678,382,3.308142966966017,0,684,390,537.0,19.72308292331602,679.0,530.25,381.5,674,523.5,373,1,1,1,212,679.0,530.25,381.5,70,90,11,678,530.0,382,90,1,1,1
1092,1093,246,938,374,929,949,362,385,21,24,13000,20,26,7692,4633,6525,4880,226,26,43,24,10,11,68,214,205,239,34,196,18,9,1.2180294509534142,938,374,113.5236749587823,26,20,23.0,22.80350850198276,48.99091309842978,48.99091309842978,938,374,5.092724864350674,0,949,385,667.0,30.479501308256342,939.0,656.25,373.5,929,645.5,362,1,1,1,214,939.0,656.25,373.5,246,68,11,938,656.0,374,68,1,1,1
1093,1094,33,517,378,514,521,375,383,8,9,12857,7,9,7777,5187,7503,4583,50,18,14,15,6,146,34,221,215,235,20,206,15,9,0.7286684473496452,517,378,100.17724015088307,9,7,8.0,7.937253933193772,48.81407483429036,48.81407483429036,517,378,1.774294154092022,0,521,383,452.0,10.63014581273465,517.5,448.25,379.0,514,444.5,375,1,1,1,221,517.5,448.25,379.0,33,34,146,517,447.5,378,34,1,1,1
1094,1095,78,697,374,689,704,369,379,16,11,17000,10,17,5882,3436,6207,4431,100,20,25,18,7,101,158,214,205,229,24,197,17,8,178.72696997994305,697,374,62.17407315980506,17,10,13.5,13.038404810405298,33.690067525979785,33.690067525979785,697,374,3.0060510665165388,0,704,379,541.5,18.027756377319946,696.5,535.25,374.0,689,529.0,369,1,1,1,214,696.5,535.25,374.0,78,158,101,697,535.5,374,158,1,1,1
1095,1096,78,890,374,883,897,369,379,15,11,13636,11,15,7333,4414,6449,4727,98,20,25,18,7,79,90,205,195,226,31,188,17,7,179.52254622268995,890,374,152.17083326099788,15,11,13.0,12.84523257866513,35.53767779197438,35.53767779197438,890,374,2.8674417556808756,0,897,379,638.0,17.204650534085253,890.0,632.0,374.0,883,626.0,369,1,1,1,205,890.0,632.0,374.0,78,90,79,890,632.0,374,90,1,1,1
1096,1097,58,1610,380,1605,1615,375,385,11,11,12222,9,11,8181,6103,7459,4793,66,22,15,16,8,146,90,206,195,229,34,184,22,11,174.4800951535195,1610,380,125.69284931628988,11,9,10.0,9.9498743710662,45.0,45.0,1610,380,2.3570226039551585,0,1615,385,1000.0,14.142135623730951,1610.0,995.0,380.0,1605,990.0,375,1,1,1,206,1610.0,995.0,380.0,58,90,146,1610,995.0,380,90,1,1,1
1097,1098,30,1644,377,1639,1648,375,381,10,7,16666,6,10,6000,3820,7074,4285,44,18,12,13,6,101,90,213,205,227,22,199,14,6,4.768638197800072,1644,377,145.19027570370366,10,6,8.0,7.745966692414834,33.690067525979785,33.690067525979785,1644,377,1.8403365094378141,0,1648,381,1014.5,10.816653826391969,1643.5,1010.75,378.0,1639,1007.0,375,1,1,1,213,1643.5,1010.75,378.0,30,90,101,1644,1010.5,377,90,1,1,1
1098,1099,66,807,381,802,813,377,387,12,11,14444,9,13,6923,4972,7182,5000,60,27,11,13,11,113,23,212,205,227,22,197,15,8,3.107914452905496,807,381,176.2322190162804,13,9,11.0,10.816653826391969,42.27368900609374,42.27368900609374,807,381,2.4814009352785695,0,813,387,600.0,14.866068747318506,807.5,594.75,382.0,802,589.5,377,1,1,1,212,807.5,594.75,382.0,66,23,113,807,594.0,381,23,1,1,1
1099,1100,316,1027,368,1016,1040,357,383,25,27,16000,20,32,6250,3929,6706,4681,270,28,48,25,11,23,135,195,185,241,56,176,19,9,175.71069267838297,1027,368,120.90785309480127,32,20,26.0,25.298221281347036,47.290610042638534,47.290610042638534,1027,368,5.900963737897208,0,1040,383,711.5,35.38361202590826,1028.0,699.0,370.0,1016,686.5,357,1,1,1,195,1028.0,699.0,370.0,316,135,23,1027,697.5,368,135,1,1,1
1100,1101,141,1532,376,1522,1542,365,383,21,19,18461,13,24,5416,3117,5754,3533,146,24,30,19,9,45,124,203,195,232,37,188,15,7,179.47438620738953,1532,376,109.17778260964872,24,13,18.5,17.663521732655695,41.98721249581666,41.98721249581666,1532,376,4.512104060508701,0,1542,383,962.5,26.90724809414742,1532.0,953.0,374.0,1522,943.5,365,1,1,1,203,1532.0,953.0,374.0,141,124,45,1532,954.0,376,124,1,1,1
1101,1102,107,1682,377,1673,1691,370,387,19,18,27500,8,22,3636,2815,8109,3128,108,24,23,18,9,124,45,202,195,235,40,188,14,7,0.7218524352335203,1682,377,221.67068263758324,22,8,15.0,13.2664991614216,43.36342295838329,43.36342295838329,1682,377,4.142563049677515,0,1691,387,1039.0,24.758836806279895,1682.0,1030.25,378.5,1673,1021.5,370,1,1,1,202,1682.0,1030.25,378.5,107,45,124,1682,1029.5,377,45,1,1,1
1102,1103,39,502,384,499,508,379,389,10,11,14444,9,13,6923,2938,5016,3545,82,14,29,18,4,158,34,211,205,226,21,195,16,10,2.386424763401263,502,384,214.18995712289095,13,9,11.0,10.816653826391969,48.01278750418334,48.01278750418334,502,384,2.273533595125326,0,508,389,448.5,13.45362404707371,503.5,443.75,384.0,499,439.0,379,1,1,1,211,503.5,443.75,384.0,39,34,158,502,443.0,384,34,1,1,1
1103,1104,40,607,379,602,613,378,382,12,5,24000,5,12,4166,3537,8488,6666,50,21,12,14,8,79,90,212,205,225,20,197,15,8,176.8001809473589,607,379,98.18925147525596,12,5,8.5,7.745966692414834,19.98310652189998,19.98310652189998,607,379,1.9678705743486924,0,613,382,497.5,11.704699910719626,607.5,493.75,380.0,602,490.0,378,1,1,1,212,607.5,493.75,380.0,40,90,79,607,493.0,379,90,1,1,1
1104,1105,47,1091,383,1089,1095,379,388,7,10,14285,7,10,7000,5984,8549,6714,42,27,8,12,11,0,90,219,205,244,39,193,26,12,177.01879021419867,1091,383,103.52464209386717,10,7,8.5,8.366600265340756,56.309932474020215,56.309932474020215,1091,383,1.8125433654054046,0,1095,388,741.5,10.816653826391969,1092.0,737.75,383.5,1089,734.0,379,1,1,1,219,1092.0,737.75,383.5,47,90,0,1091,737.0,383,90,1,1,1
1105,1106,62,1228,377,1225,1233,372,384,9,13,16250,8,13,6153,4671,7590,5299,66,23,14,15,9,11,90,204,195,228,33,187,17,8,177.75512110617018,1228,377,95.52265184194056,13,8,10.5,10.198039027185569,56.309932474020215,56.309932474020215,1228,377,2.405546193647988,0,1233,384,808.5,14.422205101855956,1229.0,803.5,378.0,1225,798.5,372,1,1,1,204,1229.0,803.5,378.0,62,90,11,1228,802.5,377,90,1,1,1
1106,1107,116,1664,375,1654,1673,367,384,20,18,14666,15,22,6818,3052,5128,3222,170,18,47,22,6,135,23,203,195,226,31,186,17,9,179.60047338586432,1664,375,101.5026912398716,22,15,18.5,18.16590212458495,41.82016988013577,41.82016988013577,1664,375,4.255695089370592,0,1673,384,1028.5,25.495097567963924,1663.5,1019.5,375.5,1654,1010.5,367,1,1,1,203,1663.5,1019.5,375.5,116,23,135,1664,1019.5,375,23,1,1,1
1107,1108,147,1837,373,1829,1846,366,382,18,17,14285,14,20,7000,4679,6932,4803,146,25,29,21,10,124,34,206,195,232,37,188,18,7,0.39351491810146166,1837,373,313.0050547554241,20,14,17.0,16.73320053068151,43.264295411071615,43.264295411071615,1837,373,3.893011312348751,0,1846,382,1114.0,23.345235059857504,1837.5,1105.75,374.0,1829,1097.5,366,1,1,1,206,1837.5,1105.75,374.0,147,34,124,1837,1105.0,373,34,1,1,1
1108,1109,46,132,381,128,137,378,385,10,8,16666,6,10,6000,5857,9762,5750,44,25,9,13,10,113,90,225,216,248,32,198,27,18,0.06720724518976737,132,381,341.0041055462248,10,6,8.0,7.745966692414834,37.874983651098205,37.874983651098205,132,381,1.900520706238808,0,137,385,261.0,11.40175425099138,132.5,257.0,381.5,128,253.0,378,1,1,1,225,132.5,257.0,381.5,46,90,113,132,256.5,381,90,1,1,1
1109,1110,98,473,379,467,480,374,385,14,12,12500,12,15,8000,5546,7427,5833,84,28,15,15,11,79,23,215,205,246,41,197,18,8,179.21103659657615,473,379,99.00229501117407,15,12,13.5,13.416407864998739,40.23635830927382,40.23635830927382,473,379,2.8382990221999234,0,480,385,432.5,17.029386365926403,473.5,426.5,379.5,467,420.5,374,1,1,1,215,473.5,426.5,379.5,98,23,79,473,426.0,379,23,1,1,1
1110,1111,30,726,381,723,732,377,385,10,9,24000,5,12,4166,2653,6366,3333,48,17,14,14,6,45,135,225,215,249,34,198,27,17,179.62721227614858,726,381,161.3347673858668,12,5,8.5,7.745966692414834,41.6335393365702,41.6335393365702,726,381,2.0351837584879964,0,732,385,558.5,12.041594578792296,727.5,554.25,381.0,723,550.0,377,1,1,1,225,727.5,554.25,381.0,30,135,45,726,553.5,381,135,1,1,1
1111,1112,111,1441,382,1432,1450,376,388,19,13,15833,12,19,6315,3915,6199,4493,90,29,16,14,12,68,90,214,205,233,28,197,17,8,177.72929223085035,1441,382,149.68908835757546,19,12,15.5,15.0996688705415,33.690067525979785,33.690067525979785,1441,382,3.6055512754639896,0,1450,388,919.0,21.633307652783937,1441.0,911.5,382.0,1432,904.0,376,1,1,1,214,1441.0,911.5,382.0,111,90,68,1441,911.5,382,90,1,1,1
1112,1113,139,1624,375,1612,1634,367,385,23,19,20000,14,28,5000,2257,4719,3180,190,19,50,22,7,113,34,211,205,229,24,197,14,8,2.541807959367214,1624,375,248.02639194792002,28,14,21.0,19.79898987322333,39.28940686250036,39.28940686250036,1624,375,4.760723454264485,0,1634,385,1009.5,28.42534080710379,1623.0,999.5,376.0,1612,989.5,367,1,1,1,211,1623.0,999.5,376.0,139,34,113,1624,999.5,375,34,1,1,1
1113,1114,286,319,367,304,335,348,386,32,39,13666,30,41,7317,2166,3372,2291,356,21,85,25,8,11,68,213,205,242,37,198,15,7,2.111582580587873,319,367,233.0184171002044,41,30,35.5,35.07135583350036,50.792796495032164,50.792796495032164,319,367,8.174486928428143,0,335,386,360.5,49.040799340956916,319.5,343.25,367.0,304,326.0,348,1,1,1,213,319.5,343.25,367.0,286,68,11,319,343.0,367,68,1,1,1
1114,1115,207,412,371,400,427,360,385,28,26,16000,20,32,6250,2574,4251,2843,296,18,82,28,6,45,146,211,205,241,36,199,12,6,176.45381071842226,412,371,37.803465663433585,32,20,26.0,25.298221281347036,42.797401838234194,42.797401838234194,412,371,6.132850854130484,0,427,385,406.0,36.796738985948195,413.5,393.0,372.5,400,380.0,360,1,1,1,211,413.5,393.0,372.5,207,146,45,412,391.5,371,146,1,1,1
1115,1116,93,545,385,536,554,380,394,19,15,16153,13,21,6190,2685,4554,3263,110,21,26,16,8,113,23,210,205,226,21,198,12,7,159.95475057457898,545,385,24.35068818310877,21,13,17.0,16.522711641858304,37.874983651098205,37.874983651098205,545,385,3.837258700390809,0,554,394,474.0,22.80350850198276,545.0,466.0,387.0,536,458.0,380,1,1,1,210,545.0,466.0,387.0,93,23,113,545,465.0,385,23,1,1,1
1116,1117,37,557,382,553,561,380,386,9,7,15000,6,9,6666,5816,9815,5873,34,26,7,11,10,68,90,219,206,245,39,193,26,13,165.887565380823,557,382,127.39499696169601,9,6,7.5,7.3484692283495345,36.86989764584402,36.86989764584402,557,382,1.6881650340819931,0,561,386,473.5,10.0,557.0,470.0,383.0,553,466.5,380,1,1,1,219,557.0,470.0,383.0,37,90,68,557,469.5,382,90,1,1,1
1117,1118,40,1309,383,1305,1312,379,387,8,9,11250,8,9,8888,6288,7958,5555,36,27,7,10,11,0,34,202,195,220,25,187,15,8,179.81319937319546,1309,383,211.66693835723152,9,8,8.5,8.48528137423857,48.81407483429036,48.81407483429036,1309,383,1.7761423749153966,0,1312,387,849.5,10.63014581273465,1308.5,845.75,383.0,1305,842.0,379,1,1,1,202,1308.5,845.75,383.0,40,34,0,1309,846.0,383,34,1,1,1
1118,1119,37,1827,382,1820,1832,377,388,13,12,25000,6,15,4000,2094,5234,2371,70,15,23,16,5,135,45,212,205,229,24,196,16,9,0.20897123216422286,1827,382,280.5004469978331,15,6,10.5,9.486832980505138,42.510447078000844,42.510447078000844,1827,382,2.7354291571582134,0,1832,388,1110.0,16.278820596099706,1826.0,1104.25,382.5,1820,1098.5,377,1,1,1,212,1826.0,1104.25,382.5,37,45,135,1827,1104.5,382,45,1,1,1
1119,1120,135,662,380,650,676,371,389,27,19,15000,18,27,6666,2358,3537,2631,162,21,39,18,8,79,90,212,205,236,31,196,16,9,0.5798275624501414,662,380,293.3371207949037,27,18,22.5,22.045407685048602,34.69515353123397,34.69515353123397,662,380,5.273886162848873,0,676,389,532.5,31.622776601683793,663.0,521.5,380.0,650,510.5,371,1,1,1,212,663.0,521.5,380.0,135,90,79,662,521.0,380,90,1,1,1
1120,1121,211,1257,375,1245,1272,365,386,28,22,14000,20,28,7142,3427,4797,3425,238,22,54,24,8,101,90,213,205,242,37,196,17,9,177.34628738938372,1257,375,147.53825895618766,28,20,24.0,23.664319132398465,37.874983651098205,37.874983651098205,1257,375,5.7035957649252635,0,1272,386,829.0,34.20526275297414,1258.5,817.0,375.5,1245,805.0,365,1,1,1,213,1258.5,817.0,375.5,211,90,101,1257,816.0,375,90,1,1,1
1121,1122,42,1547,386,1544,1551,381,391,8,11,15714,7,11,6363,4420,7639,4772,50,21,12,13,8,11,68,201,195,216,21,191,10,4,1.691991669248802,1547,386,247.20840935280663,11,7,9.0,8.774964387392123,55.00797980144134,55.00797980144134,1547,386,2.039012688713025,0,1551,391,971.0,12.206555615733702,1547.5,966.75,386.0,1544,962.5,381,1,1,1,201,1547.5,966.75,386.0,42,68,11,1547,966.5,386,68,1,1,1
1122,1123,291,354,376,339,368,364,387,30,24,15909,22,35,6285,3025,5263,4041,320,23,70,28,9,45,146,212,205,237,32,197,15,8,0.2823724299527129,354,376,299.01585877436673,35,22,28.5,27.748873851023216,38.41805534482199,38.41805534482199,354,376,6.168977754510567,0,368,387,377.5,37.013511046643494,353.5,364.5,375.5,339,351.5,364,1,1,1,212,353.5,364.5,375.5,291,146,45,354,365.0,376,146,1,1,1
1123,1124,58,955,384,948,964,380,387,17,8,28333,6,17,3529,2555,7240,4264,72,21,17,15,8,79,90,211,205,225,20,197,14,8,178.78193067978475,955,384,205.0121857890106,17,6,11.5,10.099504938362077,23.629377730656817,23.629377730656817,955,384,2.9248484548006144,0,964,387,675.5,17.46424919657298,956.0,669.75,383.5,948,664.0,380,1,1,1,211,956.0,669.75,383.5,58,90,79,955,669.5,384,90,1,1,1
1124,1125,107,1584,379,1572,1594,372,386,23,15,23636,11,26,4230,2015,5160,3101,114,23,25,15,9,68,146,222,215,241,26,206,16,9,0.02097971594467131,1584,379,280.6750339696012,26,11,18.5,16.911534525287763,32.47119229084849,32.47119229084849,1584,379,4.349833267530585,0,1594,386,990.0,26.076809620810597,1583.0,981.0,379.0,1572,972.0,372,1,1,1,222,1583.0,981.0,379.0,107,146,68,1584,981.5,379,146,1,1,1
1125,1126,40,529,387,526,533,380,394,8,15,18750,8,15,5333,2264,4547,3333,62,17,18,13,6,0,90,213,205,223,18,198,15,7,0.092741759524571,529,387,259.6732129266751,15,8,11.5,10.954451150103322,63.43494882292201,63.43494882292201,529,387,2.6130051423604095,0,533,394,463.5,15.652475842498529,529.5,458.25,387.0,526,453.0,380,1,1,1,213,529.5,458.25,387.0,40,90,0,529,458.0,387,90,1,1,1
1126,1127,59,1032,384,1025,1041,378,389,17,12,21250,8,17,4705,2599,5869,2892,86,18,24,17,6,56,90,196,185,238,53,177,19,8,179.5929481874705,1032,384,230.001586061292,17,8,12.5,11.661903789690601,34.5085229876684,34.5085229876684,1032,384,3.2525290997133145,0,1041,389,715.0,19.4164878389476,1033.0,708.25,383.5,1025,701.5,378,1,1,1,196,1033.0,708.25,383.5,59,90,56,1032,708.0,384,90,1,1,1
1127,1128,156,1909,385,1902,1918,378,394,17,17,12857,14,18,7777,6130,7882,5397,118,31,19,18,13,124,11,217,205,252,47,196,21,9,0.03108420949126042,1909,385,425.00014483158856,18,14,16.0,15.874507866387544,45.0,45.0,1909,385,3.771236166328253,0,1918,394,1156.0,22.627416997969522,1910.0,1148.0,386.0,1902,1140.0,378,1,1,1,217,1910.0,1148.0,386.0,156,11,124,1909,1147.0,385,11,1,1,1
1128,1129,40,236,384,231,244,381,389,14,9,25000,6,15,4000,2264,6063,3174,60,18,17,14,6,124,23,214,205,247,42,197,17,8,0.31038478766304634,236,384,389.6687214717775,15,6,10.5,9.486832980505138,31.6075022462489,31.6075022462489,236,384,2.544155504483651,0,244,389,316.5,15.264337522473747,237.5,311.25,385.0,231,306.0,381,1,1,1,214,237.5,311.25,385.0,40,23,124,236,310.0,384,23,1,1,1
1129,1130,37,901,388,898,906,386,392,9,7,15000,6,9,6666,5816,9815,5873,36,25,7,12,10,45,90,203,195,220,25,188,15,7,179.37857883637525,901,388,248.8369486242923,9,6,7.5,7.3484692283495345,36.86989764584402,36.86989764584402,901,388,1.6681125854828063,0,906,392,649.0,10.0,902.0,645.5,389.0,898,642.0,386,1,1,1,203,902.0,645.5,389.0,37,90,45,901,644.5,388,90,1,1,1
1130,1131,58,1729,384,1723,1736,378,391,14,14,24285,7,17,4117,2555,6206,2959,74,20,19,15,7,135,34,203,195,227,32,187,16,8,0.3948433758686791,1729,384,380.66879207257307,17,7,12.0,10.908712114635714,45.0,45.0,1729,384,3.064129385141706,0,1736,391,1063.5,18.384776310850235,1729.5,1057.0,384.5,1723,1050.5,378,1,1,1,203,1729.5,1057.0,384.5,58,34,135,1729,1056.5,384,34,1,1,1
1131,1132,118,273,381,265,284,375,388,20,14,20000,11,22,5000,3104,6504,4214,114,25,23,17,10,135,23,214,205,233,28,198,16,7,0.6509703588852879,273,381,267.5027521450504,22,11,16.5,15.556349186104045,34.38034472384487,34.38034472384487,273,381,3.8397341350675496,0,284,388,336.0,23.021728866442675,274.5,328.0,381.5,265,320.0,375,1,1,1,214,274.5,328.0,381.5,118,23,135,273,327.0,381,23,1,1,1
1132,1133,44,422,383,418,426,379,388,9,10,13750,8,11,7272,4630,7003,4888,64,18,18,16,6,11,113,211,205,228,23,200,11,5,179.70529954868746,422,383,87.67973389190769,11,8,9.5,9.38083151964686,48.366460663429805,48.366460663429805,422,383,2.009996414487538,0,426,388,407.0,12.041594578792296,422.0,402.75,383.5,418,398.5,379,1,1,1,211,422.0,402.75,383.5,44,113,11,422,402.5,383,113,1,1,1
1133,1134,89,799,390,791,807,386,397,17,12,22222,9,20,4500,2833,6627,4362,84,26,16,14,10,56,135,215,205,240,35,198,17,7,0.7089570392466021,799,390,170.5128941532391,20,9,14.5,13.416407864998739,34.5085229876684,34.5085229876684,799,390,3.262402953788968,0,807,397,602.0,19.4164878389476,799.0,595.25,391.5,791,588.5,386,1,1,1,215,799.0,595.25,391.5,89,135,56,799,594.5,390,135,1,1,1
1134,1135,41,153,386,149,158,382,391,10,10,11111,9,10,9000,5220,5800,4100,72,16,23,18,5,11,90,212,205,226,21,195,17,10,0.41598065074690105,153,386,144.8387603735817,10,9,9.5,9.486832980505138,45.0,45.0,153,386,2.1213203435596424,0,158,391,274.5,12.727922061357855,153.5,270.0,386.5,149,265.5,382,1,1,1,212,153.5,270.0,386.5,41,90,11,153,269.5,386,90,1,1,1
1135,1136,56,376,389,373,380,380,395,8,16,20000,8,16,5000,2785,5570,4375,76,19,20,15,7,0,79,213,205,236,31,196,17,9,178.69379226904337,376,389,126.34059040584617,16,8,12.0,11.313708498984761,64.98310652189998,64.98310652189998,376,389,2.782989255238853,0,380,395,387.5,16.55294535724685,376.5,382.0,387.5,373,376.5,380,1,1,1,213,376.5,382.0,387.5,56,79,0,376,382.5,389,79,1,1,1
1136,1137,92,911,384,902,921,374,393,20,20,20909,11,23,4782,2214,4840,2300,128,19,34,18,7,146,23,201,195,225,30,189,12,6,0.12911275225823401,911,384,206.67351570821984,23,11,17.0,15.905973720586866,45.0,45.0,911,384,4.48454134902457,0,921,393,657.0,26.870057685088806,911.5,647.5,383.5,902,638.0,374,1,1,1,201,911.5,647.5,383.5,92,23,146,911,647.5,384,23,1,1,1
1137,1138,34,206,389,201,210,386,392,10,7,16666,6,10,6000,4329,8017,4857,48,19,13,15,7,101,90,217,206,239,33,192,25,14,0.8093579655319438,206,389,259.67313866757627,10,6,8.0,7.745966692414834,33.690067525979785,33.690067525979785,206,389,1.8051586491408835,0,210,392,301.0,10.816653826391969,205.5,297.25,389.0,201,293.5,386,1,1,1,217,205.5,297.25,389.0,34,90,101,206,297.5,389,90,1,1,1
1138,1139,66,1059,395,1056,1064,390,400,9,11,15000,8,12,6666,5836,9549,6666,50,31,8,12,13,169,34,229,215,253,38,202,27,13,172.00234489918563,1059,395,149.73655659720345,12,8,10.0,9.797958971132712,51.34019174590991,51.34019174590991,1059,395,2.1503366177851295,0,1064,400,732.0,12.806248474865697,1060.0,727.5,395.0,1056,723.0,390,1,1,1,229,1060.0,727.5,395.0,66,34,169,1059,727.0,395,34,1,1,1
1139,1140,31,1104,389,1101,1107,386,393,7,8,20000,5,10,5000,3947,8771,5535,38,21,9,12,8,11,124,223,215,247,32,205,18,10,7.083087502004403,1104,389,119.57083717195609,10,5,7.5,7.0710678118654755,49.398705354995535,49.398705354995535,1104,389,1.5404401145198807,0,1107,393,750.0,9.219544457292887,1104.0,746.75,389.5,1101,743.5,386,1,1,1,223,1104.0,746.75,389.5,31,124,11,1104,746.5,389,124,1,1,1
1140,1141,36,432,395,428,435,391,400,8,10,16666,6,10,6000,4584,7639,4500,54,18,15,16,6,146,23,223,215,242,27,206,17,9,2.9358309852783036,432,395,167.43810821271174,10,6,8.0,7.745966692414834,52.1250163489018,52.1250163489018,432,395,1.9146343573896136,0,435,400,417.5,11.40175425099138,431.5,413.5,395.5,428,409.5,391,1,1,1,223,431.5,413.5,395.5,36,23,146,432,413.5,395,23,1,1,1
1141,1142,357,764,375,746,783,361,393,38,33,12187,32,39,8205,2988,3946,2846,432,21,103,30,8,34,135,212,205,237,32,198,14,7,174.59325852040362,764,375,118.80402791535238,39,32,35.5,35.32704346531139,40.85537625889571,40.85537625889571,764,375,8.162668859764594,0,783,393,588.0,48.91829923454004,764.5,570.75,377.0,746,553.5,361,1,1,1,212,764.5,570.75,377.0,357,135,34,764,569.5,375,135,1,1,1
1142,1143,117,1144,388,1132,1152,382,396,21,15,15000,14,21,6666,3378,5067,3714,136,22,31,19,8,101,90,213,205,240,35,196,17,9,179.01166730334774,1144,388,102.70936654453777,21,14,17.5,17.146428199482248,34.99202019855866,34.99202019855866,1144,388,4.121686060663916,0,1152,396,774.0,24.413111231467404,1142.0,765.5,389.0,1132,757.0,382,1,1,1,213,1142.0,765.5,389.0,117,90,101,1144,766.0,388,90,1,1,1
1143,1144,33,1380,392,1377,1384,389,398,8,10,22000,5,11,4545,3472,8403,4125,42,20,11,13,7,34,113,212,205,227,22,196,16,9,1.0594412737180599,1380,392,255.33923984664477,11,5,8.0,7.416198487095663,52.1250163489018,52.1250163489018,1380,392,1.9089572063412106,0,1384,398,891.0,11.40175425099138,1380.5,887.0,393.5,1377,883.0,389,1,1,1,212,1380.5,887.0,393.5,33,113,34,1380,886.0,392,113,1,1,1
1144,1145,33,84,394,80,90,392,398,11,7,18333,6,11,5454,3472,6366,4285,54,17,16,15,6,68,90,200,195,214,19,191,9,4,0.08841934264335291,84,394,230.50025720149299,11,6,8.5,8.12403840463596,30.96375653207352,30.96375653207352,84,394,1.9472064176545931,0,90,398,244.0,11.661903789690601,85.0,240.0,395.0,80,236.0,392,1,1,1,200,85.0,240.0,395.0,33,90,68,84,239.0,394,90,1,1,1
1145,1146,32,171,394,167,174,392,398,8,7,16000,5,8,6250,6366,10186,5714,32,25,6,12,10,135,90,224,215,249,34,203,21,12,180.0,171,394,64.16666666666667,8,5,6.5,6.324555320336759,40.60129464500447,40.60129464500447,171,394,1.5786893258332633,0,174,398,286.0,9.219544457292887,170.5,282.75,395.0,167,279.5,392,1,1,1,224,170.5,282.75,395.0,32,90,135,171,282.5,394,90,1,1,1
